"BoroCT2010","County_name","State_name","Tot_Population_ACS_08_12","Males_ACS_08_12","Females_ACS_08_12","Pop_under_5_ACS_08_12","Pop_5_17_ACS_08_12","Pop_18_24_ACS_08_12","Pop_25_44_ACS_08_12","Pop_45_64_ACS_08_12","Pop_65plus_ACS_08_12","Hispanic_ACS_08_12","NH_White_alone_ACS_08_12","NH_Blk_alone_ACS_08_12","NH_AIAN_alone_ACS_08_12","NH_Asian_alone_ACS_08_12","NH_NHOPI_alone_ACS_08_12","NH_SOR_alone_ACS_08_12","Pop_5yrs_Over_ACS_08_12","Othr_Lang_ACS_08_12","Age5p_Only_English_ACS_08_12","Age5p_Spanish_ACS_08_12","Age5p_French_ACS_08_12","Age5p_FrCreole_ACS_08_12","Age5p_Italian_ACS_08_12","Age5p_Portuguese_ACS_08_12","Age5p_German_ACS_08_12","Age5p_Yiddish_ACS_08_12","Age5p_WGerman_ACS_08_12","Age5p_Scandinavian_ACS_08_12","Age5p_Greek_ACS_08_12","Age5p_Russian_ACS_08_12","Age5p_Polish_ACS_08_12","Age5p_SRBCroatian_ACS_08_12","Age5p_OthSlavic_ACS_08_12","Age5p_Armenian_ACS_08_12","Age5p_Persian_ACS_08_12","Age5p_Gujarati_ACS_08_12","Age5p_Hindi_ACS_08_12","Age5p_Urdu_ACS_08_12","Age5p_OthIndic_ACS_08_12","Age5p_OthEuro_ACS_08_12","Age5p_Chinese_ACS_08_12","Age5p_Japanese_ACS_08_12","Age5p_Korean_ACS_08_12","Age5p_Cambodian_ACS_08_12","Age5p_Hmong_ACS_08_12","Age5p_Thai_ACS_08_12","Age5p_Laotian_ACS_08_12","Age5p_Vietnamese_ACS_08_12","Age5p_OthAsian_ACS_08_12","Age5p_Tagalog_ACS_08_12","Age5p_OthPacIsl_ACS_08_12","Age5p_Navajo_ACS_08_12","Age5p_NativeNAm_ACS_08_12","Age5p_Hungarian_ACS_08_12","Age5p_Arabic_ACS_08_12","Age5p_Hebrew_ACS_08_12","Age5p_African_ACS_08_12","Age5p_OthUnSp_ACS_08_12","Pop_25yrs_Over_ACS_08_12","Not_HS_Grad_ACS_08_12","College_ACS_08_12","Pov_Univ_ACS_08_12","Prs_Blw_Pov_Lev_ACS_08_12","Civ_labor_16plus_ACS_08_12","Civ_emp_16plus_ACS_08_12","Civ_unemp_16plus_ACS_08_12","Civ_labor_16_24_ACS_08_12","Civ_emp_16_24_ACS_08_12","Civ_unemp_16_24_ACS_08_12","Civ_labor_25_44_ACS_08_12","Civ_emp_25_44_ACS_08_12","Civ_unemp_25_44_ACS_08_12","Civ_labor_45_64_ACS_08_12","Civ_emp_45_64_ACS_08_12","Civ_unemp_45_64_ACS_08_12","Civ_labor_65plus_ACS_08_12","Civ_emp_65plus_ACS_08_12","Civ_unemp_65plus_ACS_08_12","Pop_1yr_Over_ACS_08_12","Diff_HU_1yr_Ago_ACS_08_12","Born_US_ACS_08_12","Born_foreign_ACS_08_12","US_Cit_Nat_ACS_08_12","NON_US_Cit_ACS_08_12","ENG_VW_SPAN_ACS_08_12","ENG_VW_INDO_EURO_ACS_08_12","ENG_VW_API_ACS_08_12","ENG_VW_OTHER_ACS_08_12","ENG_VW_ACS_08_12","Rel_Family_HHD_ACS_08_12","MrdCple_Fmly_HHD_ACS_08_12","Not_MrdCple_HHD_ACS_08_12","Female_No_HB_ACS_08_12","NonFamily_HHD_ACS_08_12","Sngl_Prns_HHD_ACS_08_12","HHD_PPL_Und_18_ACS_08_12","Tot_Prns_in_HHD_ACS_08_12","Rel_Child_Under_6_ACS_08_12","HHD_Moved_in_ACS_08_12","PUB_ASST_INC_ACS_08_12","Med_HHD_Inc_ACS_08_12","Aggregate_HH_INC_ACS_08_12","Tot_Housing_Units_ACS_08_12","Tot_Occp_Units_ACS_08_12","Tot_Vacant_Units_ACS_08_12","Renter_Occp_HU_ACS_08_12","Owner_Occp_HU_ACS_08_12","Single_Unit_ACS_08_12","MLT_U2_9_STRC_ACS_08_12","MLT_U10p_ACS_08_12","Mobile_Homes_ACS_08_12","Crowd_Occp_U_ACS_08_12","Occp_U_NO_PH_SRVC_ACS_08_12","No_Plumb_ACS_08_12","Recent_Built_HU_ACS_08_12","Med_House_value_ACS_08_12","Aggr_House_Value_ACS_08_12","Low_Response_Score","avg_Tot_Prns_in_HHD_ACS_08_12"
"2006700","Bronx County","New York",7697,3358,4339,513,1898,1162,2072,1544,508,5901,198,1345,202,0,0,51,7184,5582,1602,2230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4124,2000,180,7566,3130,3165,2609,556,798,509,289,1647,1496,151,703,587,116,17,17,0,7586,739,4564,3133,719,2414,560,0,0,0,560,1684,431,1837,1156,584,550,1109,7663,515,141,255,"$18,846","$67,788,000",2432,2268,164,2102,166,137,372,1879,0,432,280,0,0,"$373,800","",37.295507264,3.3787477954
"2006800","Bronx County","New York",2964,1499,1465,293,673,111,983,631,273,1784,12,924,0,121,0,46,2671,1462,1209,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1887,563,276,2944,767,1149,909,240,83,58,25,703,543,160,352,297,55,11,11,0,2898,868,2006,958,311,647,153,0,0,0,153,647,274,708,285,335,290,483,2964,273,131,43,"$27,969","$40,274,900",1135,982,153,800,182,40,868,227,0,131,22,44,0,"$420,300","$78,916,000",33.1666699,3.0183299389
"2006900","Bronx County","New York",6915,3203,3712,708,1397,874,2132,1240,564,4504,40,2282,0,6,0,40,6207,4304,1903,1708,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,25,0,0,0,0,0,0,230,0,3936,1576,345,6837,2949,2937,2277,660,422,257,165,1666,1339,327,849,681,168,0,0,0,6868,594,4898,2017,863,1154,556,54,25,11,646,1537,481,1988,926,932,853,1197,6774,637,180,254,"$25,010","$77,847,200",2607,2469,138,2379,90,13,585,2009,0,176,125,52,12,"$58,500","$20,630,000",35.793801257,2.7436208991
"2007000","Bronx County","New York",4326,2155,2171,417,1129,432,1040,992,316,2820,35,1065,37,213,0,86,3909,2339,1570,1165,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2348,843,332,4284,1476,1824,1639,185,335,262,73,865,794,71,595,554,41,29,29,0,4263,1043,2809,1517,680,837,281,0,10,0,291,939,370,898,424,329,293,607,4270,285,141,137,"$34,464","$60,139,200",1431,1268,163,970,298,157,1028,246,0,228,61,107,0,"$435,600","$123,914,000",32.095872303,3.3675078864
"2007100","Bronx County","New York",2268,1019,1249,316,520,346,479,434,173,1326,0,928,4,7,0,0,1952,1094,858,334,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1086,298,185,2162,845,826,713,113,210,173,37,353,294,59,263,246,17,0,0,0,2209,301,1833,435,204,231,33,4,0,5,42,462,166,409,260,113,72,258,2192,132,29,81,"$45,847","$27,651,300",656,575,81,350,225,49,156,451,0,89,76,11,29,"$224,000","",31.803231788,3.812173913
"2007200","Bronx County","New York",5764,2878,2886,488,1131,699,1575,1212,659,3105,219,581,0,1307,0,134,5276,4006,1270,1288,0,14,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,487,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,3446,1290,612,5764,1996,2480,2253,227,375,278,97,1079,989,90,916,876,40,110,110,0,5655,978,3067,2697,1077,1620,307,100,55,24,486,1177,620,1124,377,567,537,762,5761,445,216,140,"$40,928","$87,864,900",1818,1744,74,1354,390,165,747,906,0,325,88,54,0,"$384,200","$136,957,000",30.492379358,3.3033256881
"2007300","Bronx County","New York",3886,1866,2020,418,1036,290,1105,663,374,2741,289,799,3,0,0,30,3468,2315,1153,1283,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2142,981,202,3883,1510,1465,1119,346,171,159,12,898,624,274,381,321,60,15,15,0,3831,608,2543,1343,344,999,494,19,0,6,519,876,272,1023,543,419,384,618,3863,322,172,193,"$23,197","$44,119,600",1395,1295,100,1243,52,3,210,1182,0,211,57,0,30,"$492,000","$24,300,000",38.301002808,2.983011583
"2007400","Bronx County","New York",4085,1875,2210,201,820,471,946,1178,469,3018,45,963,0,38,0,0,3884,2528,1356,629,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2593,524,581,4085,567,1930,1829,101,179,142,37,797,772,25,901,874,27,53,41,12,4053,161,3148,937,617,320,52,0,0,0,52,976,458,947,437,429,343,539,4085,184,37,87,"$53,347","$88,644,100",1448,1405,43,780,625,355,454,601,0,114,27,0,0,"$406,400","$219,993,000",29.410624512,2.9074733096
"2007500","Bronx County","New York",4394,1735,2659,363,938,537,910,1026,620,2846,98,1450,0,0,0,0,4031,2455,1576,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2556,969,372,4360,1136,1790,1568,222,358,296,62,716,556,160,541,541,0,175,175,0,4328,874,3177,1217,625,592,315,0,0,0,315,981,287,1354,564,660,639,702,4348,306,247,216,"$25,813","$59,794,800",1790,1641,149,1321,320,251,389,1150,0,165,85,10,52,"$272,100","$81,294,000",33.314120171,2.6496039001
"2007600","Bronx County","New York",5638,2928,2710,502,1002,511,2110,1205,308,3777,165,990,82,138,0,235,5136,3533,1603,1688,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,3623,1546,531,5638,1614,2802,2507,295,325,198,127,1629,1521,108,830,770,60,18,18,0,5538,800,3553,2085,876,1209,320,8,0,0,328,1219,558,1053,460,392,305,792,5638,423,158,132,"$48,955","$93,317,200",1844,1611,233,1290,321,137,1126,581,0,319,20,61,0,"$476,600","$147,561,300",33.324546274,3.4996896338
"2007700","Bronx County","New York",1887,799,1088,156,425,208,601,362,135,1315,0,517,0,55,0,0,1731,1228,503,401,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1098,476,141,1870,593,817,737,80,127,112,15,460,410,50,230,215,15,0,0,0,1849,203,1464,423,171,252,36,10,0,0,46,481,143,449,293,111,88,371,1858,121,100,97,"$30,640","$26,556,600",628,592,36,453,139,67,219,342,0,117,25,0,0,"$471,900","",35.061882476,3.1385135135
"2007800","Bronx County","New York",6978,3441,3537,601,1672,564,2352,1396,393,4634,275,1215,0,658,0,85,6377,4144,2233,1530,0,0,0,0,43,0,0,0,0,0,10,0,0,0,0,0,0,0,53,0,126,0,0,0,0,0,0,22,0,0,0,0,0,0,133,0,0,0,4141,1553,594,6978,1623,3135,2748,387,444,282,162,1747,1564,183,819,777,42,125,125,0,6852,979,4466,2512,1005,1507,449,23,40,18,530,1546,634,1431,518,519,518,1107,6962,448,232,105,"$40,815","$101,058,300",2205,2065,140,1765,300,241,1179,785,0,381,40,19,0,"$458,300","$130,056,000",32.406678329,3.3714285714
"2007900","Bronx County","New York",6385,2572,3813,669,1555,780,1572,1164,645,4803,131,1408,0,0,0,29,5716,3809,1907,1711,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3381,1766,205,6349,2891,2151,1571,580,438,366,72,1022,742,280,681,453,228,10,10,0,6217,1031,4795,1590,338,1252,684,0,0,13,697,1397,319,1856,889,778,721,966,6283,657,154,362,"$15,826","$55,880,800",2404,2175,229,2095,80,105,337,1962,0,318,160,101,0,"$442,000","$29,400,000",37.327915852,2.8887356322
"2008300","Bronx County","New York",5355,2541,2814,565,1181,565,1575,1072,397,4010,55,1105,0,0,11,145,4790,3436,1354,1832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,46,0,3044,1344,262,5355,2622,1714,1459,255,221,77,144,980,894,86,479,454,25,34,34,0,5313,1184,3768,1587,567,1020,697,0,0,17,714,1288,360,1585,748,657,600,828,5355,538,233,183,"$16,711","$52,760,300",2146,1945,201,1795,150,151,301,1694,0,171,148,114,0,"$270,800","$37,380,000",36.586222156,2.7532133676
"2008400","Bronx County","New York",2470,1059,1411,162,457,273,596,632,350,1508,58,771,18,23,0,34,2308,1390,918,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1578,358,367,2470,368,1086,1020,66,132,97,35,468,437,31,423,423,0,63,63,0,2435,138,1762,708,450,258,90,0,0,0,90,569,306,396,192,133,133,305,2470,108,32,5,"$53,333","$70,159,000",792,702,90,237,465,411,365,16,0,59,0,0,0,"$415,500","$228,818,000",29.798855298,3.5185185185
"2008500","Bronx County","New York",5650,2592,3058,534,1449,629,1635,930,473,4327,37,1179,0,73,10,0,5116,3766,1350,1825,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3038,1345,299,5450,2122,2192,1897,295,425,318,107,1182,1066,116,566,494,72,19,19,0,5567,1221,3951,1699,619,1080,364,0,19,0,383,1052,201,1433,717,582,500,825,5020,346,210,214,"$20,707","$60,331,800",1819,1634,185,1523,111,47,450,1304,18,175,96,10,0,"$454,700","",36.468424556,3.0722154223
"2008600","Bronx County","New York",3833,1648,2185,197,789,534,883,925,505,3002,20,763,0,0,0,32,3636,2091,1545,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2313,988,182,3833,1685,1281,1196,85,191,166,25,621,587,34,408,382,26,61,61,0,3811,241,3313,520,256,264,175,0,0,0,175,1056,330,1036,638,310,279,581,3833,248,63,31,"$19,118","$41,492,100",1491,1366,125,1228,138,168,109,1214,0,29,23,0,0,"$349,200","$48,545,000",34.680528777,2.8060029283
"2008700","Bronx County","New York",6072,2787,3285,503,1401,780,1579,1238,571,4660,189,1200,0,0,0,0,5569,4083,1486,1946,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3388,1603,222,5858,1892,2244,2016,228,294,252,42,1097,966,131,853,798,55,0,0,0,5916,519,4292,1780,640,1140,408,9,0,0,417,1356,284,1484,903,412,347,972,5887,397,197,172,"$26,142","$65,220,200",1911,1768,143,1686,82,61,491,1359,0,261,56,31,0,"$257,900","",37.298586853,3.3297511312
"2008900","Bronx County","New York",3101,1616,1485,337,553,513,828,490,380,2475,9,354,21,10,0,0,2764,1846,918,1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1698,961,68,3094,1652,1269,997,272,340,200,140,647,542,105,267,240,27,15,15,0,3059,397,2263,838,259,579,453,0,10,0,463,723,206,933,427,416,382,429,3081,217,151,122,"$17,515","$30,155,600",1211,1139,72,1084,55,54,147,1010,0,89,188,69,0,"$383,900","",35.986773588,2.7050043898
"2009000","Bronx County","New York",3773,1681,2092,233,769,572,1028,779,392,2493,159,819,0,302,0,0,3540,2052,1488,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,2199,781,357,3773,1372,1473,1293,180,238,164,74,812,737,75,399,368,31,24,24,0,3768,76,3122,651,449,202,164,0,0,0,164,846,247,937,552,338,334,553,3773,207,10,109,"$26,197","$53,455,400",1235,1184,51,878,306,245,110,880,0,105,37,14,0,"$398,500","$249,117,000",34.810992934,3.1866554054
"2009200","Bronx County","New York",5230,2407,2823,371,1072,522,1755,1186,324,3479,265,501,0,764,0,204,4859,3797,1062,1174,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,182,0,0,0,0,0,0,0,15,0,0,0,0,0,13,0,5,0,3265,1310,453,5230,1511,2295,1985,310,233,152,81,1280,1098,182,758,711,47,24,24,0,5148,741,3166,2064,1122,942,144,15,46,0,205,1187,639,1044,424,496,441,883,5230,376,108,96,"$39,036","$80,538,600",1912,1683,229,1328,355,377,554,981,0,185,51,22,0,"$420,800","$137,759,100",31.123518819,3.1075460487
"2009300","Bronx County","New York",6578,3374,3204,419,1381,863,2106,1395,414,4890,103,1453,7,6,0,66,6159,3723,2436,2015,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,3915,1702,285,5662,2075,2376,2078,298,282,152,130,1274,1187,87,769,688,81,51,51,0,6488,1233,5152,1426,551,875,574,0,0,15,589,1359,497,1257,654,395,321,883,5593,368,122,111,"$30,723","$65,710,200",1979,1754,225,1602,152,131,744,1104,0,156,46,52,43,"$345,600","$49,558,000",38.468830637,3.1887115165
"2009600","Bronx County","New York",2469,1283,1186,194,558,262,725,365,365,1548,240,376,17,252,0,8,2275,1443,832,425,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,0,0,0,1455,364,280,2250,508,1004,858,146,200,140,60,516,471,45,272,231,41,16,16,0,2454,438,1774,695,401,294,77,4,0,0,81,572,203,455,235,86,86,400,2248,200,97,48,"$45,227","$31,461,700",775,658,117,462,196,215,560,0,0,64,0,37,0,"$524,000","$90,545,000",30.013164455,3.4164133739
"2009800","Bronx County","New York",4775,1805,2970,304,843,604,1278,1145,601,3282,224,958,0,160,0,92,4471,2559,1912,445,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3024,522,693,4765,764,2367,2181,186,231,171,60,1144,1070,74,925,873,52,67,67,0,4721,408,4116,659,439,220,66,0,7,0,73,1180,454,1259,670,533,521,698,4762,289,131,40,"$50,302","$109,663,000",1914,1713,201,1008,705,740,443,731,0,192,13,15,0,"$399,400","$274,725,000",28.605600265,2.779918272
"2011000","Bronx County","New York",150,59,91,0,0,48,9,93,0,150,0,0,0,0,0,0,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,9,12,150,0,141,141,0,48,48,0,0,0,0,93,93,0,0,0,0,150,0,92,58,27,31,0,0,0,0,0,43,43,9,0,9,0,0,150,0,0,0,"$44,125","$3,226,800",63,52,11,52,0,9,23,31,0,0,0,0,0,"","",39.576664369,2.8846153846
"2011502","Bronx County","New York",4551,2058,2493,461,1121,575,1382,690,322,3398,13,1072,0,51,0,0,4090,2958,1132,1644,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,52,0,2394,979,188,4390,2327,1730,1419,311,324,218,106,987,851,136,386,324,62,33,26,7,4430,946,3258,1293,359,934,505,24,0,16,545,1020,389,1056,565,425,358,738,4375,347,113,236,"$18,505","$38,878,800",1562,1445,117,1401,44,36,393,1133,0,277,17,0,0,"$195,000","",37.703155299,3.0276816609
"2011700","Bronx County","New York",1594,820,774,119,372,131,496,377,99,1166,21,407,0,0,0,0,1475,830,645,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,972,371,134,1594,716,675,508,167,89,52,37,332,228,104,254,228,26,0,0,0,1594,165,1194,400,156,244,112,0,0,0,112,371,59,511,220,199,199,251,1594,132,6,80,"$14,600","$19,306,600",620,570,50,556,14,7,24,589,0,112,6,0,0,"","",38.681369638,2.7964912281
"2011800","Bronx County","New York",5130,2750,2380,150,565,1327,972,1253,863,979,3786,65,0,223,0,41,4980,1145,3835,239,0,0,131,0,6,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,16,0,36,0,0,0,0,0,19,17,0,0,0,0,0,0,0,0,3088,421,991,4261,379,2497,2283,214,505,448,57,891,787,104,1047,994,53,54,54,0,5088,800,4303,827,419,408,54,52,17,0,123,1056,832,862,165,638,506,358,4258,129,78,28,"$74,325","$153,156,900",1763,1694,69,513,1181,972,688,98,5,32,8,0,0,"$442,700","$517,781,000",20.980114713,2.5135773318
"2011900","Bronx County","New York",5721,2708,3013,549,1261,722,1766,979,444,3941,24,1696,0,0,0,37,5172,3779,1393,1667,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,3189,1397,285,5721,2307,2361,2009,352,426,325,101,1301,1132,169,586,515,71,48,37,11,5632,504,3950,1771,634,1137,541,42,0,0,583,1388,374,1565,861,551,457,919,5702,468,117,165,"$23,895","$68,747,800",2065,1939,126,1862,77,23,408,1634,0,170,149,20,0,"$146,600","",36.420103116,2.9406910779
"2012101","Bronx County","New York",2983,1386,1597,135,852,522,771,516,187,2470,26,406,0,4,0,0,2848,2239,609,885,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1474,665,170,2974,1040,1432,1287,145,405,332,73,642,611,31,381,340,41,4,4,0,2963,367,1974,1009,278,731,196,11,0,0,207,712,228,687,415,203,142,584,2891,158,66,48,"$35,165","$40,148,400",1033,915,118,753,162,90,451,492,0,114,57,27,13,"$447,400","$93,868,000",36.048774877,3.1595628415
"2012102","Bronx County","New York",1462,643,819,241,317,198,343,203,160,1115,0,324,0,14,0,9,1221,826,395,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706,314,95,1462,757,475,356,119,45,0,45,311,261,50,119,95,24,0,0,0,1423,136,1190,272,185,87,185,0,0,0,185,298,38,477,235,217,205,238,1462,148,12,39,"$12,688","$11,747,300",532,515,17,507,8,8,53,471,0,52,61,0,0,"","",41.044616572,2.8388349515
"2012300","Bronx County","New York",3582,1685,1897,355,945,210,970,775,327,2454,37,906,14,0,0,171,3227,2280,947,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,2072,963,328,3547,1996,1353,1132,221,148,129,19,781,647,134,416,348,68,8,8,0,3513,433,2394,1188,396,792,374,0,0,0,374,890,208,1068,582,386,325,622,3399,281,140,202,"$16,500","$32,863,000",1445,1276,169,1197,79,65,364,1016,0,65,156,48,26,"$357,500","$23,927,000",37.001303145,2.6637931034
"2012500","Bronx County","New York",3792,1813,1979,494,871,652,809,767,199,2173,6,1532,21,0,0,35,3298,1907,1391,796,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,1775,560,337,3790,1855,1358,1130,228,239,188,51,611,499,112,491,426,65,17,17,0,3724,246,2923,869,422,447,257,26,0,11,294,884,269,908,571,293,236,624,3789,369,128,85,"$21,790","$42,863,700",1292,1177,115,1017,160,106,539,647,0,135,143,49,59,"$398,600","$89,911,000",35.637578822,3.2192013594
"2012701","Bronx County","New York",2008,929,1079,122,435,222,532,451,246,1305,138,508,6,49,0,0,1886,1138,748,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1229,508,162,2008,912,726,514,212,114,62,52,395,257,138,208,195,13,9,0,9,2002,437,1546,462,248,214,272,0,0,0,272,371,106,695,259,430,399,275,1936,102,60,30,"$14,870","$21,694,200",830,801,29,687,114,43,95,685,7,57,93,81,0,"$307,400","$49,264,500",33.259737037,2.4169787765
"2012901","Bronx County","New York",3357,1430,1927,327,857,304,910,592,367,2147,61,918,0,173,0,48,3030,1886,1144,788,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,20,0,1869,811,66,3332,1574,1234,1033,201,181,111,70,632,517,115,387,371,16,34,34,0,3323,356,2603,754,400,354,434,39,12,4,489,763,198,1162,502,597,579,673,3206,270,253,73,"$13,245","$33,209,300",1501,1360,141,1302,58,49,306,1146,0,111,111,37,0,"$272,200","",37.501651807,2.3573529412
"2013000","Bronx County","New York",1017,591,426,12,58,139,268,375,165,389,607,0,0,0,0,0,1005,457,548,30,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,120,168,1017,99,650,606,44,50,50,0,257,236,21,315,297,18,28,23,5,1005,75,849,168,73,95,0,26,0,0,26,286,139,303,111,156,100,54,1017,10,43,18,"$81,250","$37,780,600",442,442,0,227,215,112,330,0,0,0,33,5,0,"$451,200","$79,867,000",24.381130328,2.3009049774
"2013100","Bronx County","New York",5108,2371,2737,392,1154,751,1347,1075,389,3199,59,1660,15,53,0,29,4716,2830,1886,1296,0,8,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,2811,1123,256,5108,1799,2084,1888,196,298,236,62,1056,994,62,714,642,72,16,16,0,5035,580,3573,1535,638,897,297,13,0,0,310,1115,400,1211,640,496,431,797,5078,296,182,150,"$25,518","$61,403,600",1697,1611,86,1362,249,103,562,1032,0,270,101,42,0,"$395,700","$89,881,000",36.060380203,3.1520794538
"2013200","Bronx County","New York",6924,3339,3585,301,991,783,2117,1852,880,3710,2440,373,0,71,0,302,6623,3251,3372,644,0,1,39,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,15,47,0,0,0,4849,700,1129,6921,567,4002,3438,564,567,400,167,1868,1558,310,1397,1351,46,170,129,41,6880,580,5657,1267,865,402,9,24,0,15,48,1734,1110,1296,448,672,552,656,6918,281,225,44,"$87,000","$221,385,100",2508,2406,102,784,1622,1124,1269,115,0,119,23,0,0,"$460,800","$704,292,000",24.586433687,2.8753117207
"2013300","Bronx County","New York",6708,3126,3582,464,1281,858,1785,1474,846,4214,0,2419,0,51,0,0,6244,3530,2714,1907,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4105,1724,259,6677,2093,2826,2388,438,345,320,25,1604,1397,207,787,581,206,90,90,0,6638,319,4763,1945,727,1218,412,0,0,0,412,1617,405,1835,989,623,581,898,6708,497,93,314,"$21,551","$73,845,100",2360,2240,120,2017,223,76,194,2090,0,272,133,14,0,"$214,500","$52,748,700",35.124277172,2.9946428571
